#          omega,            hol_g,      FCI (extra),               HF,         CCS-1-S1,         CCS-2-S2,         CCS-4-S4,           LF-HF,          LF-MP2,       NN-VMC
      2.83000000,       4.00000000,      -6.21238476,      -5.83269463,      -5.87978773,      -6.26146273,      -6.21049016,     -6.04166380,     -6.25776314,  -6.21373034   
      3.02500000,       4.00000000,      -5.94013422,      -5.48090123,      -5.53894191,      -5.96485652,      -5.94177319,     -5.78933618,     -5.97870021,  -5.94214821   
      3.22000000,       4.00000000,      -5.70751816,      -5.17331728,      -5.24400350,      -5.72161885,      -5.70818295,     -5.57616009,     -5.73871339,  -5.70772839   
      3.41500000,       4.00000000,      -5.50588619,      -4.90238620,      -4.98757336,      -5.51446161,      -5.50623286,     -5.39187662,     -5.53085715,  -5.50874376   
      3.61000000,       4.00000000,      -5.32893879,      -4.66218538,      -4.76388990,      -5.33437011,      -5.32913901,     -5.22985677,     -5.34899888,  -5.33113432   
      3.80500000,       4.00000000,      -5.17200759,      -4.44800755,      -4.57217265,      -5.17554405,      -5.17213065,     -5.08558891,     -5.18825335,  -5.17311811   
      4.00000000,       4.00000000,      -5.03156739,      -4.25606465,      -4.48965216,      -5.03391447,      -5.03164642,     -4.95584822,     -5.04484519,  -5.03253269   
      0.10000000,       4.25000000,    -180.63053793,    -180.63053640,    -180.63053793,    -180.63053793,    -180.63053793,   -180.63053646,   -180.63053793,  -180.63346863 
      0.29500000,       4.25000000,     -61.24518693,     -61.24514737,     -61.24518674,     -61.24518693,     -61.24518693,    -61.24518686,    -61.24518693,  -61.24562454  
      0.49000000,       4.25000000,     -36.88956346,     -36.88938042,     -36.88956097,     -36.88956345,     -36.88956346,    -36.88956269,    -36.88956346,  -36.89027023  
      0.68500000,       4.25000000,     -26.40706506,     -26.40655748,     -26.40705141,     -26.40706495,     -26.40706506,    -26.40706071,    -26.40706508,  -26.40758133  
      0.88000000,       4.25000000,     -20.57542975,     -20.57433132,     -20.57538040,     -20.57542909,     -20.57542975,    -20.57541401,    -20.57542886,  -20.57552338  
      1.07500000,       4.25000000,     -16.86397726,     -16.86192035,     -16.86383702,     -16.86397441,     -16.86397726,    -16.86393285,    -16.86397263,  -16.86410141  
      1.27000000,       4.25000000,     -14.29639345,     -14.29288304,     -14.29605186,     -14.29638353,     -14.29639343,    -14.29627957,    -14.29637630,  -14.29598141  
      1.46500000,       4.25000000,     -12.41673204,     -12.41065955,     -12.41553895,     -12.41661371,     -12.41672840,    -12.41602250,    -12.41623377,  -12.416766    
      1.66000000,       4.25000000,     -10.98552897,     -10.97321954,     -10.98034399,     -10.98471892,     -10.98549939,    -10.98129046,    -10.98171878,  -10.98731995  
      1.85500000,       4.25000000,      -9.86689290,      -9.84030410,      -9.85028667,      -9.86397178,      -9.86678273,     -9.85203098,     -9.85285641,  -9.86846352   
      2.05000000,       4.25000000,      -8.97936436,      -8.92502225,      -8.93855764,      -8.97187163,      -8.97907937,     -8.94163312,     -8.94317255,  -8.98088646   
      2.24500000,       4.25000000,      -8.26911076,      -8.17067340,      -8.18854134,      -8.25406678,      -8.26853985,     -8.19379807,     -8.19663386,  -8.27021122   
      2.44000000,       4.25000000,      -7.69634201,      -7.53868355,      -7.56175273,      -7.67107649,      -7.69539370,     -7.57057532,     -7.57584879,  -7.69808626   
      2.63500000,       4.25000000,      -7.22960596,      -7.00189812,      -7.03113052,      -7.19238873,      -7.22824043,     -7.04757530,     -7.26193320,  -7.23251581   
      2.83000000,       4.25000000,      -6.84407442,      -6.54064775,      -6.57710334,      -6.79430572,      -6.84232672,     -6.66728062,     -6.88494125,  -6.84517717   
      3.02500000,       4.25000000,      -6.52074900,      -6.14033572,      -6.18517740,      -6.57780863,      -6.51876894,     -6.35738297,     -6.56161799,  -6.52106810   
      3.22000000,       4.25000000,      -6.24547263,      -5.78990222,      -5.84441098,      -6.27534843,      -6.24749901,     -6.09893584,     -6.28152350,  -6.24701118   
      3.41500000,       4.25000000,      -6.00781445,      -5.48081386,      -5.54637080,      -6.02541267,      -6.00863200,     -5.87826009,     -6.03796346,  -6.00828981   
      3.61000000,       4.25000000,      -5.80007509,      -5.20638222,      -5.28449257,      -5.81109496,      -5.80050843,     -5.68615696,     -5.82483853,  -5.80061960   
      3.80500000,       4.25000000,      -5.61651428,      -4.96129067,      -5.05358162,      -5.62369139,      -5.61676876,     -5.51640517,     -5.63680072,  -5.61835575   
      4.00000000,       4.25000000,      -5.45279157,      -4.74126008,      -4.84948213,      -5.45759644,      -5.45295041,     -5.36464890,     -5.46947085,  -5.45326233   
      0.10000000,       4.50000000,    -202.50493954,    -202.50493832,    -202.50493954,    -202.50493954,    -202.50493954,   -202.50493833,   -202.50493954,  -202.50507    
      0.29500000,       4.50000000,     -68.65866831,     -68.65863686,     -68.65866817,     -68.65866831,     -68.65866831,    -68.65866825,    -68.65866831,  -68.65915680  
      0.49000000,       4.50000000,     -41.35087883,     -41.35073346,     -41.35087707,     -41.35087882,     -41.35087883,    -41.35087830,    -41.35087882,  -41.35161209  
      0.68500000,       4.50000000,     -29.59628785,     -29.59588548,     -29.59627824,     -29.59628778,     -29.59628785,    -29.59628492,    -29.59628775,  -29.59680176  
      0.88000000,       4.50000000,     -23.05571973,     -23.05485123,     -23.05568513,     -23.05571932,     -23.05571973,    -23.05570894,    -23.05571908,  -23.05599213  
      1.07500000,       4.50000000,     -18.89197248,     -18.89035190,     -18.89187476,     -18.89197072,     -18.89197248,    -18.89194100,    -18.89196955,  -18.89217377  
      1.27000000,       4.50000000,     -16.01044298,     -16.00769063,     -16.01020696,     -16.01043694,     -16.01044297,    -16.01036678,    -16.01043276,  -16.01025009  
      1.46500000,       4.50000000,     -13.89954624,     -13.89501364,     -13.89888581,     -13.89949879,     -13.89954501,    -13.89922335,    -13.89936647,  -13.89943218  
      1.66000000,       4.50000000,     -12.28925403,     -12.28097777,     -12.28662731,     -12.28888802,     -12.28924110,    -12.28728348,    -12.28757014,  -12.288899    
      1.85500000,       4.50000000,     -11.02525264,     -11.00833648,     -11.01624572,     -11.02373144,     -11.02519578,    -11.01744462,    -11.01798819,  -11.02616024  
      2.05000000,       4.50000000,     -10.01457716,      -9.97967444,      -9.99038836,     -10.01020615,     -10.01441101,     -9.99247885,     -9.99347197,  -10.01562595  
      2.24500000,       4.50000000,      -9.19751374,      -9.13142293,      -9.14555130,      -9.18786546,      -9.19714571,     -9.14907228,     -9.15084635,  -9.19879913   
      2.44000000,       4.50000000,      -8.53203778,      -8.42033507,      -8.43855491,      -8.51448571,      -8.53137106,     -8.44434443,     -8.44749474,  -8.53387737   
      2.63500000,       4.50000000,      -7.98584603,      -7.81596636,      -7.83902466,      -7.95818971,      -7.98480751,     -7.84842095,     -7.85410485,  -7.98522384   
      2.83000000,       4.50000000,      -7.53308999,      -7.29626400,      -7.32498071,      -7.49395322,      -7.53165184,     -7.36054967,     -7.56284380,  -7.53532743   
      3.02500000,       4.50000000,      -7.15323774,      -6.84486212,      -6.88013342,      -7.10215592,      -7.15143307,     -6.98551859,     -7.18961451,  -7.15462732   
      3.22000000,       4.50000000,      -6.83037320,      -6.44935980,      -6.49216157,      -6.89581932,      -6.82832295,     -6.67395267,     -6.86721097,  -6.83183002   
      3.41500000,       4.50000000,      -6.55239772,      -6.10018912,      -6.15158044,      -6.58783419,      -6.55489331,     -6.41030848,     -6.58584030,  -6.55398083   
      3.61000000,       4.50000000,      -6.31019085,      -5.78985023,      -5.85098828,      -6.33165529,      -6.31118020,     -6.18295567,     -6.33896717,  -6.31134462   
      3.80500000,       4.50000000,      -6.09686681,      -5.51238066,      -5.58449689,      -6.11064892,      -6.09739844,     -5.98367987,     -6.12107012,  -6.09796095   
      4.00000000,       4.50000000,      -5.90718526,      -5.26298160,      -5.34740783,      -5.91637548,      -5.90750212,     -5.80669886,     -5.92739096,  -5.90987110   
      0.10000000,       4.75000000,    -225.62943315,    -225.62943217,    -225.62943315,    -225.62943315,    -225.62943315,   -225.62943217,   -225.62943315,  -225.63057    
      0.29500000,       4.75000000,     -76.49615180,     -76.49612648,     -76.49615170,     -76.49615180,     -76.49615180,    -76.49615175,    -76.49615180,  -76.49681854  
      0.49000000,       4.75000000,     -46.06775659,     -46.06763966,     -46.06775532,     -46.06775659,     -46.06775659,    -46.06775621,    -46.06775658,  -46.06834412  
      0.68500000,       4.75000000,     -32.96864996,     -32.96832681,     -32.96864306,     -32.96864992,     -32.96864996,    -32.96864790,    -32.96864990,  -32.96945953  
      0.88000000,       4.75000000,     -25.67892561,     -25.67822958,     -25.67890084,     -25.67892535,     -25.67892561,    -25.67891804,    -25.67892520,  -25.67916298  
      1.07500000,       4.75000000,     -21.03735316,     -21.03605813,     -21.03728354,     -21.03735204,     -21.03735316,    -21.03733128,    -21.03735135,  -21.03747177  
      1.27000000,       4.75000000,     -17.82429413,     -17.82210310,     -17.82412711,     -17.82429033,     -17.82429413,    -17.82424054,    -17.82428778,  -17.82451630  
      1.46500000,       4.75000000,     -15.46953019,     -15.46605751,     -15.46917055,     -15.46951905,     -15.46953017,    -15.46941138,    -15.46951094,  -15.46916103  
      1.66000000,       4.75000000,     -13.67151879,     -13.66559063,     -13.67013003,     -13.67135528,     -13.67151332,    -13.67059569,    -13.67079337,  -13.67343330  
      1.85500000,       4.75000000,     -12.25670698,     -12.24549796,     -12.25184894,     -12.25593589,     -12.25667861,    -12.25269408,    -12.25306433,  -12.25742817  
      2.05000000,       4.75000000,     -11.11989967,     -11.09723874,     -11.10583564,     -11.11742015,     -11.11980582,    -11.10729698,    -11.10796225,  -11.119978    
      2.24500000,       4.75000000,     -10.19401497,     -10.14998402,     -10.16131163,     -10.18800431,     -10.19378540,    -10.16374668,    -10.16491031,  -10.19530678  
      2.44000000,       4.75000000,      -9.43336251,      -9.35554739,      -9.37014254,      -9.42153112,      -9.43291038,     -9.37409009,     -9.37609500,  -9.43415260   
      2.63500000,       4.75000000,      -8.80416011,      -8.68000679,      -8.69846008,      -8.78422850,      -8.80340251,     -8.70474133,     -8.70819316,  -8.80483723   
      2.83000000,       4.75000000,      -8.27975467,      -8.09879017,      -8.12174793,      -8.24990444,      -8.27863322,     -8.13165312,     -8.13772424,  -8.28096867   
      3.02500000,       4.75000000,      -7.83862928,      -7.59366182,      -7.62182822,      -7.79775138,      -7.83712473,     -7.67468228,     -7.86597333,  -7.84062576   
      3.22000000,       4.75000000,      -7.46357193,      -7.15080376,      -7.18494314,      -7.41129912,      -7.46171499,     -7.30403725,     -7.49616351,  -7.46574068   
      3.41500000,       4.75000000,      -7.14107208,      -6.75955450,      -6.80049375,      -7.21527792,      -7.13896205,     -6.99116422,     -7.17435464,  -7.14363623   
      3.61000000,       4.75000000,      -6.86067814,      -6.41155648,      -6.46018762,      -6.90205852,      -6.86376813,     -6.72307342,     -6.89157440,  -6.86253214   
      3.80500000,       4.75000000,      -6.61435442,      -6.10016577,      -6.15744839,      -6.64003985,      -6.61553552,     -6.48977672,     -6.64158600,  -6.61570263   
      4.00000000,       4.75000000,      -6.39591434,      -5.82003459,      -5.88701051,      -6.41277106,      -6.39655618,     -6.28394181,     -6.41931144,  -6.39656973   
      0.10000000,       5.00000000,    -250.00400082,    -250.00400002,    -250.00400082,    -250.00400082,    -250.00400082,   -250.00400002,   -250.00400082,  -250.004532   
      0.29500000,       5.00000000,     -84.75758394,     -84.75756333,     -84.75758387,     -84.75758394,     -84.75758394,    -84.75758392,    -84.75758394,  -84.75831604  
      0.49000000,       5.00000000,     -51.04010610,     -51.04001099,     -51.04010517,     -51.04010610,     -51.04010610,    -51.04010583,    -51.04010610,  -51.04072571  
      0.68500000,       5.00000000,     -36.52402063,     -36.52375808,     -36.52401558,     -36.52402060,     -36.52402063,    -36.52401914,    -36.52402059,  -36.52465820  
      0.88000000,       5.00000000,     -28.44487178,     -28.44430727,     -28.44485373,     -28.44487161,     -28.44487178,    -28.44486637,    -28.44487152,  -28.44539261  
      1.07500000,       5.00000000,     -23.29989166,     -23.29884380,     -23.29984111,     -23.29989093,     -23.29989166,    -23.29987661,    -23.29989056,  -23.30024719  
      1.27000000,       5.00000000,     -19.73765597,     -19.73588859,     -19.73753532,     -19.73765351,     -19.73765597,    -19.73761759,    -19.73765273,  -19.73772049  
      1.46500000,       5.00000000,     -17.12631173,     -17.12352201,     -17.12605382,     -17.12630460,     -17.12631172,    -17.12622896,    -17.12629985,  -17.12619781  
      1.66000000,       5.00000000,     -15.13108860,     -15.12675099,     -15.13044125,     -15.13104258,     -15.13108745,    -15.13077844,    -15.13091825,  -15.13136101  
      1.85500000,       5.00000000,     -13.55922394,     -13.55144257,     -13.55660300,     -13.55884600,     -13.55921040,    -13.55721175,    -13.55747081,  -13.56211948  
      2.05000000,       5.00000000,     -12.29238392,     -12.27732942,     -12.28431090,     -12.29101200,     -12.29233243,    -12.28535665,    -12.28581682,  -12.29415035  
      2.24500000,       5.00000000,     -11.25530612,     -11.22593013,     -11.23512357,     -11.25165478,     -11.25516689,    -11.23685199,    -11.23764380,  -11.25587463  
      2.44000000,       5.00000000,     -10.39749576,     -10.34385197,     -10.35568935,     -10.38972368,     -10.39719801,    -10.35846238,    -10.35979797,  -10.39959908  
      2.63500000,       5.00000000,      -9.68278849,      -9.59350761,      -9.60846310,      -9.66879732,      -9.68225316,     -9.61281530,     -9.61504651,  -9.68422413   
      2.83000000,       5.00000000,      -9.08344144,      -8.94766979,      -8.96626105,      -9.06126800,      -9.08259822,     -8.97299365,     -8.97673868,  -9.08453560   
      3.02500000,       5.00000000,      -8.57717281,      -8.38613213,      -8.40892170,      -8.54530639,      -8.57597497,     -8.42283882,     -8.59518621,  -8.57958508   
      3.22000000,       5.00000000,      -8.14586145,      -7.89358326,      -7.92118009,      -8.10339699,      -8.14429590,     -7.98971687,     -8.17099734,  -8.14647388   
      3.41500000,       5.00000000,      -7.77490233,      -7.45820925,      -7.49127037,      -7.72154415,      -7.77299726,     -7.62278723,     -7.80427266,  -7.77626801   
      3.61000000,       5.00000000,      -7.45269478,      -7.07074904,      -7.10998128,      -7.53600527,      -7.45053286,     -7.30887167,     -7.48285786,  -7.45289408   
      3.80500000,       5.00000000,      -7.17012443,      -6.72384026,      -6.77000209,      -7.21780929,      -7.17406833,     -7.03694578,     -7.19861691,  -7.17299795   
      4.00000000,       5.00000000,      -6.92006250,      -6.41155648,      -6.46545979,      -6.95030922,      -6.92145639,     -6.79834857,     -6.94568683,  -6.91986752   
